question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0596,"What are the specific security measures required for employees using company-owned devices, and what are the consequences of violating these measures?","Employees must use a password-protected lock screen on company-owned devices, and must lock the screen or log off when the device is unattended.  Violations of the security measures, such as providing access to another individual or failing to secure access, are prohibited.  Additionally, employees must be cautious when opening email attachments from unknown senders, as they may contain malware.  Employees of <Company Name> are prohibited from engaging in any activity that is illegal under local, state, federal or international law while utilizing company resources.",complex,SANS_Acceptable_Use_Standard_April2025.pdf|SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0597,"What are the two key security measures that the organization must implement to ensure it can detect and respond to cybersecurity incidents, as defined by the policy documents?",The organization must implement a cybersecurity forensics and threat-hunting program and maintain cybersecurity forensics tools to help it detect and respond to cybersecurity incidents. The forensics tools are crucial for creating forensic images of computing systems to aid in incident detection and response.,complex,SANS_Resilience_Management_Policy_April2025.pdf|SANS_Resilience_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,test
QA0598,Who could be subject to legal consequences for violating the policy?,"Individuals who violate the policy could be subject to legal consequences under applicable laws, particularly if the violation involves illegal activities.",simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,3,False,test
QA0599,What is the policy's purpose?,The policy aims to establish a process for evaluating the cybersecurity risk associated with each technology system or data processed by the organization and its third parties.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,3,False,test
QA0600,Which services should the organization define configuration benchmarks for?,"The organization should define configuration benchmarks for databases, SMB services, tiny services, VoIP, and similar services.",simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,0,False,test
QA0601,What specific actions are taken when a data breach is detected?,This policy snippet does not specify the actions taken when a data breach is detected.,negative,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,3,True,test
QA0602,What is the purpose of maintaining an issue-tracking system?,The issue-tracking system is designed to manage and track cybersecurity vulnerabilities identified in the organization's custom software applications.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,0,False,test
QA0603,"According to the policies, what is the recommended method for authenticating public keys used to establish trust?","To authenticate public keys used to establish trust, the policy recommends using a cryptographically signed message or manual verification of the public key hash. This is in line with the authentication requirements for key exchanges and session key derivation.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,1|2,False,test
QA0604,What specific types of cybersecurity breaches will be subject to the disciplinary action outlined in the policy?,The policy does not specify the specific types of cybersecurity breaches that would trigger disciplinary action.,negative,SANS_Data_Inventory_Management_Policy_April2025.pdf,Policy Sanctions,0,True,test
QA0605,What is the primary purpose of maintaining Access Control Lists (ACLs) on code repositories?,"Maintaining ACLs on code repositories is intended to ensure that access to code is granted based on approved documentation, roles, and the principle of least privilege.",simple,SANS_Access_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0606,Who is responsible for allocating and assigning resources to the organization's safeguard validation (audit) plan?,The organization's leadership stakeholders are responsible for allocating and assigning resources to the organization's safeguard validation (audit) plan.,simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0607,What actions should an organization take to ensure that only authorized data is stored on removable media devices?,"The organization should implement a removable media safeguard system that tracks data owners on approved devices responsible for the media. The system should also disable removable storage media on computing systems that do not require such devices. Additionally, the system should only allow reading and writing on authorized removable media devices and writing to authorized removable media devices using encryption.",complex,SANS_System_Protection_Management_Policy_April2025.pdf|SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
